ortho	Gene Ontology IDs
N0.HOG0012424	GO:0004683;GO:0005516;GO:0005524;GO:0005737;GO:0006468;GO:0010613;GO:0014069;GO:0033017;GO:0042383;GO:0043005;GO:0048168;GO:0060341;GO:0106310;GO:1903076
N0.HOG0017453	GO:0000122;GO:0000785;GO:0000976;GO:0003677;GO:0003713;GO:0004857;GO:0005634;GO:0005654;GO:0005730;GO:0006338;GO:0006355;GO:0008270;GO:0031490;GO:0032452;GO:0032922;GO:0032993;GO:0034647;GO:0042393;GO:0045893;GO:0051090;GO:0140718
N0.HOG0029163	GO:0005930;GO:0036126
N0.HOG0018529	GO:0004451;GO:0006097;GO:0006099;GO:0046872
N0.HOG0030324	GO:0005524;GO:0006302;GO:0006310;GO:0006355;GO:0031011;GO:0051301
N0.HOG0029634	GO:0005049;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005886;GO:0006611;GO:0031267;GO:0032991
N0.HOG0025108	GO:0005737;GO:0005814;GO:0005929;GO:0036064;GO:0045880;GO:0060271;GO:0097542
N0.HOG0024702	GO:0005794;GO:0005829;GO:0006869;GO:0031902;GO:0032934
N0.HOG0008648	GO:0003746;GO:0003924;GO:0005525;GO:0042256;GO:0043022;GO:0046039
N0.HOG0010124	GO:0000139;GO:0003779;GO:0005802;GO:0005829;GO:0006895;GO:0015031;GO:0030041;GO:0031410
N0.HOG0009918	GO:0000776;GO:0004674;GO:0004676;GO:0004677;GO:0004679;GO:0004694;GO:0004711;GO:0005524;GO:0005634;GO:0005737;GO:0005813;GO:0005819;GO:0006468;GO:0007165;GO:0016055;GO:0016607;GO:0035175;GO:0035402;GO:0035403;GO:0035979;GO:0036064;GO:0044022;GO:0044023;GO:0044024;GO:0044025;GO:0045104;GO:0051301;GO:0072354;GO:0072371;GO:0072518;GO:0090090;GO:0106310;GO:0140823;GO:0140855;GO:0140857;GO:1900226;GO:1990244
N0.HOG0028333	GO:0004475;GO:0005525;GO:0005737;GO:0009298
N0.HOG0026531	GO:0000226;GO:0000242;GO:0000281;GO:0001750;GO:0001764;GO:0001782;GO:0001843;GO:0001895;GO:0001917;GO:0001947;GO:0003085;GO:0005634;GO:0005813;GO:0005814;GO:0005829;GO:0005929;GO:0007098;GO:0007286;GO:0007601;GO:0007608;GO:0010467;GO:0010629;GO:0015031;GO:0016055;GO:0016358;GO:0019216;GO:0021591;GO:0021756;GO:0021766;GO:0021987;GO:0030534;GO:0030674;GO:0030837;GO:0031514;GO:0032391;GO:0032402;GO:0032465;GO:0033365;GO:0034101;GO:0034451;GO:0034452;GO:0034454;GO:0034464;GO:0035176;GO:0035845;GO:0035869;GO:0036064;GO:0038108;GO:0040018;GO:0043014;GO:0045444;GO:0045494;GO:0045724;GO:0046548;GO:0046907;GO:0048487;GO:0048854;GO:0050893;GO:0051457;GO:0051492;GO:0060170;GO:0060271;GO:0060296;GO:0060324;GO:0060613;GO:0061512;GO:0061629;GO:0071539;GO:0097730;GO:0120316;GO:1902855;GO:1903546;GO:1905515
N0.HOG0008391	GO:0004692;GO:0005246;GO:0005524;GO:0005737;GO:0005829;GO:0007165;GO:0030553;GO:0042802;GO:0043087;GO:0090331;GO:0106310
N0.HOG0027087	GO:0004843;GO:0005634;GO:0005737;GO:0005829;GO:0006511;GO:0031647;GO:0032435;GO:0045824;GO:0140311;GO:1990168
N0.HOG0024739	GO:0000049;GO:0001649;GO:0002161;GO:0004822;GO:0005524;GO:0005654;GO:0005737;GO:0005829;GO:0006418;GO:0006428;GO:0016020;GO:0017101;GO:0051020;GO:0070062
N0.HOG0029260	GO:0005737
N0.HOG0013566	GO:0003989;GO:0005524;GO:0005739;GO:0005829;GO:0006084;GO:0006633;GO:0046872;GO:0051289;GO:2001295
N0.HOG0027455	GO:0003677;GO:0005654;GO:0006351;GO:0006357;GO:0017053;GO:0051726;GO:0071897
N0.HOG0019254	GO:0003140;GO:0005789;GO:0030246;GO:0043022;GO:0160063;GO:0160064;GO:1900108
N0.HOG0014876	GO:0000038;GO:0005324;GO:0005524;GO:0005739;GO:0005777;GO:0005778;GO:0005782;GO:0005829;GO:0006633;GO:0006635;GO:0006699;GO:0007031;GO:0009410;GO:0014070;GO:0015721;GO:0015910;GO:0016020;GO:0016887;GO:0042626;GO:0042760;GO:0042803;GO:0043231;GO:0047617;GO:0140359;GO:1903512
N0.HOG0029001	GO:0004066;GO:0005524;GO:0005829;GO:0042149;GO:0043066;GO:0045931;GO:0070981
N0.HOG0028835	GO:0004842;GO:0005737;GO:0016567;GO:0030071;GO:0072686
N0.HOG0026628	GO:0000139;GO:0000301;GO:0005795;GO:0006891;GO:0007030;GO:0015031;GO:0017119;GO:0032588;GO:0044877;GO:0070085
N0.HOG0015899	GO:0000398;GO:0003723;GO:0003729;GO:0005654;GO:0016607;GO:0071007;GO:0071013;GO:1990403
N0.HOG0027634	GO:0001556;GO:0001673;GO:0003712;GO:0005524;GO:0005634;GO:0005694;GO:0006302;GO:0006366;GO:0007094;GO:0007130;GO:0007131;GO:0007141;GO:0007144;GO:0007283;GO:0007286;GO:0016887;GO:0042802;GO:0048477;GO:0051598
N0.HOG0025964	GO:0000278;GO:0005634;GO:0005654;GO:0005730;GO:0006397;GO:0006974;GO:0008380;GO:0016607;GO:0031048;GO:0046833;GO:0048255;GO:0051301;GO:1902369
N0.HOG0003741	GO:0001653;GO:0004383;GO:0004672;GO:0005524;GO:0005525;GO:0005886;GO:0006182;GO:0007166;GO:0007168;GO:0008217;GO:0010753;GO:0016941;GO:0017046;GO:0019934;GO:0035556;GO:0042417;GO:0042562;GO:0043235;GO:0048662;GO:0097746;GO:1990620
N0.HOG0027182	
N0.HOG0025022	GO:0005634;GO:0005737;GO:0006402;GO:0017148;GO:0030014;GO:0031047
N0.HOG0026797	GO:0000139;GO:0005524;GO:0005739;GO:0005741;GO:0005765;GO:0005789;GO:0005794;GO:0005886;GO:0006778;GO:0006878;GO:0015439;GO:0016887;GO:0031901;GO:0031902;GO:0032585;GO:0033013;GO:0033162;GO:0035351;GO:0036020;GO:0042168;GO:0046906;GO:0070062;GO:0098849;GO:0140359;GO:1903232
N0.HOG0001425	GO:0001409;GO:0005524;GO:0005730;GO:0005794;GO:0005886;GO:0006855;GO:0008559;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0015665;GO:0015721;GO:0015732;GO:0015747;GO:0015850;GO:0016020;GO:0016323;GO:0016324;GO:0016887;GO:0031088;GO:0032310;GO:0034634;GO:0042626;GO:0042910;GO:0060271;GO:0070730;GO:0071716;GO:0140115;GO:1901571
N0.HOG0001424	GO:0001409;GO:0002576;GO:0005524;GO:0005730;GO:0005794;GO:0005886;GO:0006805;GO:0006855;GO:0008559;GO:0015132;GO:0015143;GO:0015216;GO:0015431;GO:0015432;GO:0015562;GO:0015721;GO:0015732;GO:0015747;GO:0016020;GO:0016323;GO:0016324;GO:0016404;GO:0016887;GO:0031088;GO:0032310;GO:0034634;GO:0042626;GO:0042910;GO:0043225;GO:0043231;GO:0055085;GO:0060271;GO:0070730;GO:0071716;GO:0098591;GO:0140115;GO:0140359;GO:0150104
N0.HOG0029357	GO:0005509;GO:0005544;GO:0005886;GO:0005938;GO:0006906;GO:0008286;GO:0010828;GO:0030659;GO:0031340;GO:0032587;GO:0046326;GO:0065002;GO:0072659;GO:0090314
N0.HOG0014777	GO:0002116;GO:0005886;GO:0007411;GO:0007416;GO:0008045;GO:0017154;GO:0021612;GO:0021615;GO:0021637;GO:0021644;GO:0021784;GO:0021785;GO:0021793;GO:0021960;GO:0030334;GO:0035050;GO:0048485;GO:0048841;GO:0050923;GO:0071526;GO:0097492;GO:0099558;GO:0150053
N0.HOG0024626	GO:0000122;GO:0000775;GO:0000791;GO:0000792;GO:0000978;GO:0001741;GO:0003677;GO:0003682;GO:0003886;GO:0005634;GO:0005654;GO:0005737;GO:0006346;GO:0007283;GO:0008270;GO:0009410;GO:0009636;GO:0009791;GO:0010212;GO:0010288;GO:0016363;GO:0030182;GO:0031048;GO:0031507;GO:0031667;GO:0032259;GO:0032355;GO:0033189;GO:0042220;GO:0042802;GO:0043045;GO:0044027;GO:0045322;GO:0045471;GO:0045892;GO:0051719;GO:0051720;GO:0061629;GO:0071230;GO:0071361;GO:0071456;GO:0071514;GO:0097284;GO:0106222;GO:0106363;GO:0141068;GO:0141196;GO:1900039;GO:1902494;GO:1903926
N0.HOG0010357	GO:0003924;GO:0005525;GO:0005737;GO:0005819;GO:0005940;GO:0007224;GO:0008021;GO:0008104;GO:0015630;GO:0017157;GO:0030496;GO:0031105;GO:0032153;GO:0032154;GO:0060090;GO:0060170;GO:0060271;GO:0061640
N0.HOG0029151	GO:0004842;GO:0005737;GO:0005829;GO:0006511;GO:0019005;GO:0031146
N0.HOG0011557	GO:0004478;GO:0005524;GO:0005829;GO:0006556;GO:0006730;GO:0007623;GO:0009410;GO:0009416;GO:0009725;GO:0016597;GO:0034214;GO:0036094;GO:0042802;GO:0046872;GO:0048269;GO:0051291;GO:0051591;GO:0061431;GO:1904263;GO:1990830
N0.HOG0024743	GO:0000278;GO:0005096;GO:0005737;GO:0005813;GO:0005912;GO:0005923;GO:0006457;GO:0007021;GO:0007023;GO:0010812;GO:0016328;GO:0031115;GO:0034333;GO:0048487;GO:0048667;GO:0070830
N0.HOG0026490	GO:0004930;GO:0005886;GO:0017147;GO:0035567;GO:0042813;GO:0060070
N0.HOG0013656	GO:0005509;GO:0005524;GO:0005525;GO:0005886;GO:0005929;GO:0006886;GO:0006897;GO:0010008;GO:0020018;GO:0031175;GO:0031901;GO:0032456;GO:0055038;GO:0060271;GO:0061512;GO:1901741;GO:1990090;GO:2001137
N0.HOG0025149	GO:0005737;GO:0005769;GO:0006886;GO:0006914;GO:0016020;GO:0034058
N0.HOG0011786	GO:0004839;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0006511;GO:0006974
N0.HOG0027062	GO:0004370;GO:0005524;GO:0005737;GO:0005739;GO:0006071;GO:0006641;GO:0019563;GO:0046167
N0.HOG0030088	GO:0000287;GO:0004521;GO:0004674;GO:0004676;GO:0004677;GO:0004679;GO:0004694;GO:0004711;GO:0005524;GO:0005829;GO:0006355;GO:0006397;GO:0006468;GO:0016075;GO:0030263;GO:0034976;GO:0035175;GO:0035402;GO:0035403;GO:0035979;GO:0036498;GO:0043507;GO:0044022;GO:0044023;GO:0044024;GO:0044025;GO:0044322;GO:0045892;GO:0070059;GO:0072354;GO:0072371;GO:0072518;GO:0106310;GO:0140823;GO:0140855;GO:0140857;GO:1990244;GO:1990604
N0.HOG0025399	GO:0016192;GO:0035658;GO:0043231
N0.HOG0025118	GO:0000724;GO:0003697;GO:0005524;GO:0005634;GO:0006974;GO:0009378;GO:0016887;GO:0036121;GO:0042555;GO:0061749;GO:0097362;GO:1990518
N0.HOG0030110	GO:0000287;GO:0000400;GO:0000403;GO:0000405;GO:0000723;GO:0000724;GO:0000731;GO:0000781;GO:0003677;GO:0003678;GO:0003682;GO:0004527;GO:0005524;GO:0005634;GO:0005654;GO:0005657;GO:0005694;GO:0005730;GO:0005737;GO:0005813;GO:0006259;GO:0006260;GO:0006284;GO:0006302;GO:0006974;GO:0006979;GO:0008340;GO:0008408;GO:0009267;GO:0009378;GO:0010225;GO:0016607;GO:0016853;GO:0016887;GO:0030145;GO:0031297;GO:0032201;GO:0032392;GO:0032405;GO:0036121;GO:0040009;GO:0042803;GO:0043138;GO:0044877;GO:0051345;GO:0051880;GO:0061749;GO:0061820;GO:0061821;GO:0061849;GO:0070337;GO:0071480;GO:0090398;GO:0090399;GO:0090656;GO:0098530;GO:1902570;GO:1905773;GO:1990518
N0.HOG0025633	GO:0000139;GO:0004438;GO:0004439;GO:0004722;GO:0005811;GO:0006661;GO:0007033;GO:0007626;GO:0010008;GO:0010976;GO:0031642;GO:0031901;GO:0031902;GO:0032288;GO:0034485;GO:0043231;GO:0043473;GO:0043812;GO:0043813;GO:0046856;GO:0048666;GO:0055037
N0.HOG0026231	GO:0000050;GO:0000053;GO:0004055;GO:0005524;GO:0005737;GO:0005829;GO:0006526
N0.HOG0016602	GO:0004352;GO:0004354;GO:0005829;GO:0006537
N0.HOG0028589	GO:0000234;GO:0006656;GO:0008170;GO:0032259
N0.HOG0015255	GO:0004485;GO:0005524;GO:0005739;GO:0005759;GO:0006552;GO:0015936;GO:1905202
N0.HOG0029868	GO:0000123;GO:0000381;GO:0000812;GO:0003677;GO:0004386;GO:0005524;GO:0005634;GO:0006325;GO:0006338;GO:0008094;GO:0010629;GO:0016887;GO:0030097;GO:0035019;GO:0035207;GO:0035222;GO:0035267;GO:0036098;GO:0042393;GO:0045815;GO:0048477;GO:0048813;GO:0070983;GO:0140713;GO:0140849;GO:0140861
N0.HOG0027250	GO:0000027;GO:0000470;GO:0003723;GO:0005634;GO:0005654;GO:0005730;GO:0006364;GO:0008284;GO:0009383;GO:0042273;GO:0070475;GO:1901796
N0.HOG0027683	GO:0017183;GO:0046872;GO:0051539;GO:0090560;GO:0120513
N0.HOG0028044	GO:0003684;GO:0003887;GO:0005634;GO:0005654;GO:0006260;GO:0006281;GO:0006297;GO:0006974;GO:0008270;GO:0016604;GO:0034644;GO:0042276
N0.HOG0013351	GO:0001701;GO:0003723;GO:0005634;GO:0005654;GO:0005737;GO:0005765;GO:0005829;GO:0006338;GO:0006355;GO:0006479;GO:0006974;GO:0007166;GO:0008168;GO:0008170;GO:0008276;GO:0008284;GO:0008327;GO:0008380;GO:0016274;GO:0018216;GO:0019082;GO:0019899;GO:0030510;GO:0031175;GO:0034709;GO:0035241;GO:0035242;GO:0035642;GO:0042054;GO:0042802;GO:0044020;GO:0045648;GO:0045652;GO:0045653;GO:0045727;GO:0046329;GO:0046985;GO:0048273;GO:0048738;GO:0051260;GO:0061431;GO:0062122;GO:0070611;GO:0106080;GO:0140592;GO:0140759;GO:0140903;GO:0140984;GO:1900745;GO:1904047;GO:1904263;GO:1905168;GO:1990259
N0.HOG0014388	GO:0005524;GO:0005525;GO:0005730;GO:0005737;GO:0016887;GO:0043023;GO:0046872
N0.HOG0029497	GO:0000209;GO:0000786;GO:0003677;GO:0004386;GO:0004842;GO:0005524;GO:0005654;GO:0006281;GO:0006334;GO:0006974;GO:0008270;GO:0016567;GO:0016787;GO:0031625;GO:0061630
N0.HOG0026185	GO:0001669;GO:0002177;GO:0003351;GO:0003356;GO:0005576;GO:0005829;GO:0005874;GO:0005930;GO:0006931;GO:0007283;GO:0007288;GO:0008017;GO:0008104;GO:0010761;GO:0021591;GO:0030317;GO:0031410;GO:0043149;GO:0043583;GO:0044458;GO:0045198;GO:0046847;GO:0051301;GO:0051649;GO:0090175;GO:0090660;GO:0097228;GO:0120197;GO:0120249;GO:1905515;GO:1990138;GO:1990716
N0.HOG0015779	GO:0002199;GO:0005524;GO:0005832;GO:0005874;GO:0006457;GO:0007339;GO:0016887;GO:0032212;GO:0044297;GO:0050821;GO:0051082;GO:0051086;GO:0140662
N0.HOG0024803	GO:0005634;GO:0005654;GO:0005680;GO:0005737;GO:0005813;GO:0005819;GO:0007091;GO:0019903;GO:0031145;GO:0031175;GO:0070936;GO:0070979;GO:0072686;GO:0141198
N0.HOG0024832	GO:0000109;GO:0000166;GO:0000731;GO:0000781;GO:0003682;GO:0003684;GO:0003887;GO:0005654;GO:0005829;GO:0006261;GO:0006287;GO:0006297;GO:0008270;GO:0008408;GO:0016235;GO:0019899;GO:0034644;GO:0043625;GO:0045004;GO:0051539;GO:0055089;GO:0070987;GO:0071897
N0.HOG0027120	GO:0000175;GO:0000178;GO:0000957;GO:0000958;GO:0000962;GO:0000964;GO:0000965;GO:0003723;GO:0004654;GO:0005737;GO:0005739;GO:0005758;GO:0005759;GO:0005789;GO:0005829;GO:0005840;GO:0006397;GO:0006401;GO:0006402;GO:0007005;GO:0008266;GO:0034046;GO:0034599;GO:0035198;GO:0035458;GO:0035927;GO:0035928;GO:0042802;GO:0043457;GO:0045025;GO:0051260;GO:0051591;GO:0060416;GO:0061014;GO:0070207;GO:0071042;GO:0097222;GO:0097421;GO:2000627;GO:2000772
N0.HOG0024466	GO:0003341;GO:0005930;GO:0030317;GO:0031514;GO:0036126
N0.HOG0025685	GO:0000380;GO:0000978;GO:0003677;GO:0003678;GO:0003688;GO:0003690;GO:0003697;GO:0003713;GO:0003723;GO:0003724;GO:0003725;GO:0003727;GO:0003729;GO:0005524;GO:0005634;GO:0005654;GO:0005726;GO:0005730;GO:0005737;GO:0005813;GO:0006260;GO:0006325;GO:0006353;GO:0015629;GO:0016442;GO:0016604;GO:0016887;GO:0017111;GO:0031490;GO:0033679;GO:0034458;GO:0035195;GO:0035613;GO:0036464;GO:0043022;GO:0043138;GO:0045142;GO:0045739;GO:0045740;GO:0045944;GO:0046833;GO:0046872;GO:0047429;GO:0048146;GO:0050684;GO:0051028;GO:0051092;GO:0061676;GO:0070063;GO:0070578;GO:0070922;GO:0070937;GO:0097165;GO:0140640;GO:1905172;GO:1990518;GO:1990825;GO:1990841;GO:1990904;GO:2000765;GO:2000767
N0.HOG0029936	GO:0005096;GO:0005813;GO:0005829;GO:0031267
N0.HOG0027258	
N0.HOG0025058	GO:0004930;GO:0005615;GO:0005886;GO:0017147;GO:0035567;GO:0046872;GO:0060070
N0.HOG0011050	GO:0000387;GO:0003677;GO:0003724;GO:0005524;GO:0005634;GO:0005829;GO:0016887;GO:0032797;GO:0034719
N0.HOG0013371	GO:0004776;GO:0005524;GO:0005525;GO:0005739;GO:0006099;GO:0006104;GO:0042709;GO:0046872
N0.HOG0028035	GO:0001669;GO:0004016;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0005794;GO:0005886;GO:0005929;GO:0006171;GO:0007189;GO:0007338;GO:0007340;GO:0007608;GO:0008294;GO:0008355;GO:0016020;GO:0030317;GO:0035556;GO:0043025;GO:0046872;GO:0048471;GO:0060170;GO:0090651;GO:0097225;GO:0097538;GO:0098788;GO:1904322
N0.HOG0017355	GO:0003341;GO:0003351;GO:0005524;GO:0005576;GO:0005737;GO:0005874;GO:0005930;GO:0007368;GO:0007507;GO:0008569;GO:0016887;GO:0021670;GO:0030317;GO:0031514;GO:0036157;GO:0036158;GO:0045505;GO:0051649;GO:0051959;GO:0060271;GO:0060294;GO:0097386;GO:0097728;GO:0097729
N0.HOG0026571	GO:0005789;GO:0006915;GO:0012505;GO:0016020;GO:0017128
N0.HOG0024459	GO:0004177;GO:0005829;GO:0006508;GO:0008236;GO:0008239;GO:0043069
N0.HOG0025838	GO:0005634;GO:0005737;GO:0006281;GO:0006974;GO:0010212;GO:0044818;GO:0070876
N0.HOG0026318	GO:0005783;GO:0005789;GO:0034976;GO:1904294
N0.HOG0025479	GO:0000922;GO:0005737;GO:0005813;GO:0007346;GO:0019900;GO:0030496;GO:0051301
N0.HOG0024500	GO:0000105;GO:0000107;GO:0004359;GO:0009507;GO:0009536;GO:0009570;GO:0016829
N0.HOG0025572	GO:0003924;GO:0005525;GO:0005739;GO:0005743;GO:0005759;GO:0006412;GO:0045727;GO:0097177
N0.HOG0028117	GO:0005789;GO:0006486;GO:0006641;GO:0006888;GO:0009306;GO:0034382;GO:0051604;GO:0090181;GO:0090207
N0.HOG0025404	GO:0004676;GO:0004677;GO:0004679;GO:0004694;GO:0004711;GO:0005524;GO:0005737;GO:0005813;GO:0005929;GO:0007368;GO:0007507;GO:0009887;GO:0035175;GO:0035330;GO:0035402;GO:0035403;GO:0035979;GO:0044022;GO:0044023;GO:0044024;GO:0044025;GO:0046872;GO:0072354;GO:0072371;GO:0072518;GO:0097543;GO:0097546;GO:0106310;GO:0140823;GO:0140855;GO:0140857;GO:1990244
N0.HOG0025137	GO:0004573;GO:0005789;GO:0009311
N0.HOG0028774	GO:0003723;GO:0005654;GO:0005730;GO:0030490;GO:0030515;GO:0031965;GO:0032040;GO:0034388;GO:0042274
N0.HOG0007201	GO:0004713;GO:0004715;GO:0005102;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0007169;GO:0007391;GO:0007395;GO:0007411;GO:0007424;GO:0007435;GO:0007476;GO:0016477;GO:0030154;GO:0034332;GO:0036335;GO:0042059;GO:0042742;GO:0043277;GO:0045742;GO:0045874;GO:0045886;GO:0046529;GO:0048167;GO:0048749;GO:0051017;GO:0070374;GO:0090136;GO:0106016
N0.HOG0008092	GO:0005524;GO:0005654;GO:0005737;GO:0005783;GO:0005829;GO:0005886;GO:0009267;GO:0016303;GO:0016477;GO:0030139;GO:0031965;GO:0035005;GO:0035091;GO:0036092;GO:0043231;GO:0043491;GO:0048015;GO:1905037
N0.HOG0009158	GO:0005634;GO:0005737;GO:1990904
N0.HOG0015924	GO:0004620;GO:0005576;GO:0009395;GO:0043202;GO:0070062
N0.HOG0010828	GO:0005737;GO:0007219;GO:0008270;GO:0016567;GO:0061630
N0.HOG0030186	GO:0001701;GO:0001736;GO:0001822;GO:0001889;GO:0005737;GO:0005813;GO:0005829;GO:0005879;GO:0005886;GO:0005911;GO:0005923;GO:0005929;GO:0005930;GO:0007163;GO:0007368;GO:0008589;GO:0016607;GO:0021532;GO:0021549;GO:0021670;GO:0021772;GO:0022038;GO:0031870;GO:0032391;GO:0035115;GO:0035116;GO:0035253;GO:0035869;GO:0036064;GO:0043010;GO:0043584;GO:0045744;GO:0060039;GO:0090102;GO:1905515
N0.HOG0026719	GO:0002181;GO:0003723;GO:0003924;GO:0005525;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0007165;GO:0016020;GO:0043231;GO:0046872
N0.HOG0007199	GO:0000139;GO:0004252;GO:0005802;GO:0016485
N0.HOG0027918	GO:0004571;GO:0005509;GO:0005783;GO:0005789;GO:0005975;GO:0006058;GO:0006511;GO:0006986;GO:0016235;GO:0036503;GO:0036510;GO:0044322;GO:0045047;GO:0051787;GO:1904154
N0.HOG0029820	GO:0008270;GO:0021773;GO:0032420;GO:0048812;GO:2001222
N0.HOG0019838	GO:0004180;GO:0005737;GO:0005739;GO:0006508;GO:0008233;GO:0016805;GO:0030145;GO:0070006;GO:0097718
N0.HOG0028250	GO:0005004;GO:0005005;GO:0005006;GO:0005007;GO:0005008;GO:0005009;GO:0005010;GO:0005011;GO:0005018;GO:0005019;GO:0005020;GO:0005524;GO:0005899;GO:0008288;GO:0030424;GO:0036332;GO:0038062;GO:0042593;GO:0043410;GO:0043548;GO:0043560;GO:0046872;GO:0051897;GO:0060175
N0.HOG0012466	GO:0000722;GO:0000724;GO:0000781;GO:0003684;GO:0003697;GO:0005524;GO:0005634;GO:0016605;GO:0030915;GO:0035861;GO:0090398
N0.HOG0014883	GO:0003954;GO:0005739;GO:0005743;GO:0006120;GO:0008137;GO:0019826;GO:0022008;GO:0031625;GO:0032981;GO:0042063;GO:0042775;GO:0045271;GO:0046872;GO:0048038;GO:0051287;GO:0051539;GO:0061351;GO:0071453
N0.HOG0006671	GO:0001501;GO:0001508;GO:0001664;GO:0003924;GO:0003925;GO:0005096;GO:0005525;GO:0005737;GO:0005794;GO:0005834;GO:0005886;GO:0005901;GO:0007186;GO:0007189;GO:0007200;GO:0007206;GO:0007207;GO:0007208;GO:0007215;GO:0007218;GO:0007507;GO:0008217;GO:0009791;GO:0010543;GO:0016020;GO:0016322;GO:0021884;GO:0030234;GO:0030425;GO:0031683;GO:0031965;GO:0032024;GO:0034695;GO:0042711;GO:0042733;GO:0043066;GO:0043267;GO:0044297;GO:0044877;GO:0045634;GO:0046872;GO:0047391;GO:0048066;GO:0050821;GO:0060158;GO:0060828;GO:0086100;GO:0098793;GO:0099105;GO:0099524;GO:1904888;GO:1990806
N0.HOG0027215	GO:0005634;GO:0016491;GO:0030017
N0.HOG0025581	GO:0000506;GO:0005789;GO:0006506;GO:0008194;GO:0016020;GO:0017176;GO:1990830
N0.HOG0027638	GO:0000278;GO:0000922;GO:0000930;GO:0000931;GO:0005200;GO:0005813;GO:0005829;GO:0005874;GO:0007020;GO:0015630;GO:0016020;GO:0031122;GO:0043015;GO:0051225;GO:0051321;GO:0055037;GO:0065003
N0.HOG0008384	GO:0001669;GO:0001764;GO:0004672;GO:0004674;GO:0004692;GO:0005246;GO:0005524;GO:0005654;GO:0005737;GO:0005794;GO:0005886;GO:0006468;GO:0007165;GO:0007204;GO:0007286;GO:0010920;GO:0014050;GO:0016358;GO:0019934;GO:0021549;GO:0030553;GO:0030900;GO:0042383;GO:0042753;GO:0042802;GO:0043087;GO:0045986;GO:0048273;GO:0048668;GO:0060087;GO:0061049;GO:0090331;GO:0106310;GO:1904706;GO:1904753;GO:2000224
N0.HOG0011052	GO:0003724;GO:0003729;GO:0003743;GO:0005524;GO:0016887
N0.HOG0029835	GO:0000793;GO:0003677;GO:0003917;GO:0005634;GO:0006265;GO:0007059;GO:0140225;GO:0140226
N0.HOG0028482	GO:0001054;GO:0001055;GO:0001056;GO:0001057;GO:0001058;GO:0001065;GO:0001066;GO:0001650;GO:0003677;GO:0003899;GO:0005654;GO:0005694;GO:0005736;GO:0005739;GO:0005829;GO:0007566;GO:0008270;GO:0009303;GO:0014029;GO:0017126;GO:0032549;GO:0071667
N0.HOG0028782	GO:0000049;GO:0005643;GO:0005654;GO:0005737;GO:0005829;GO:0006409;GO:0006886;GO:0016363;GO:0031267;GO:0071528
N0.HOG0028410	GO:0005737;GO:0005856
N0.HOG0025930	GO:0000289;GO:0000932;GO:0003723;GO:0004672;GO:0005524;GO:0006397;GO:0008270;GO:0010606;GO:0031251
N0.HOG0027439	GO:0005634;GO:0016567;GO:0031461;GO:0031464;GO:0031625;GO:0032436;GO:0044877;GO:0065003;GO:0080008;GO:1990756
N0.HOG0003666	GO:0004175;GO:0004222;GO:0005886;GO:0008270;GO:0016485
N0.HOG0024457	GO:0000045;GO:0000407;GO:0000423;GO:0005776;GO:0005789;GO:0005794;GO:0006914;GO:0006995;GO:0007507;GO:0010008;GO:0010508;GO:0030674;GO:0031966;GO:0034271;GO:0034272;GO:0043416;GO:0043548;GO:0045022;GO:0045324;GO:0051301;GO:0090398
N0.HOG0015842	GO:0000724;GO:0003677;GO:0003678;GO:0003724;GO:0005524;GO:0005634;GO:0006312;GO:0007131;GO:0008340;GO:0009410;GO:0010212;GO:0015616;GO:0016787
N0.HOG0025029	GO:0005634;GO:0005737;GO:0005765;GO:0005802;GO:0005829;GO:0005886;GO:0005929;GO:0005930;GO:0006886;GO:0007507;GO:0008589;GO:0015630;GO:0016020;GO:0031410;GO:0035264;GO:0036064;GO:0043231;GO:0060271;GO:0060322;GO:0099041
N0.HOG0025317	GO:0000137;GO:0000139;GO:0005783;GO:0005794;GO:0006024;GO:0006790;GO:0007283;GO:0007367;GO:0007427;GO:0007474;GO:0007509;GO:0008543;GO:0008587;GO:0015014;GO:0015015;GO:0015016;GO:0016055;GO:0019213;GO:0030210;GO:0045570;GO:0102140
N0.HOG0012573	GO:0005737;GO:0005874;GO:0008017
N0.HOG0027563	GO:0000463;GO:0000466;GO:0005654;GO:0030687;GO:0043021;GO:0051726;GO:0070545
N0.HOG0029517	GO:0001503;GO:0002042;GO:0002062;GO:0002430;GO:0004621;GO:0005615;GO:0005737;GO:0008285;GO:0008286;GO:0009306;GO:0009749;GO:0010595;GO:0010694;GO:0010867;GO:0010897;GO:0010907;GO:0010983;GO:0017080;GO:0031012;GO:0032869;GO:0034364;GO:0035774;GO:0043065;GO:0043231;GO:0046470;GO:0051044;GO:0070633;GO:0071397;GO:0071401;GO:0071466;GO:0071467;GO:1900076
N0.HOG0025724	GO:0001784;GO:0004842;GO:0005509;GO:0005737;GO:0007166;GO:0008270;GO:0016567;GO:2000583
N0.HOG0013826	GO:0003985;GO:0005737;GO:0042619
N0.HOG0028611	GO:0004842;GO:0005576;GO:0005737;GO:0008270;GO:0051603
