HOG,OG,Gene.Tree.Parent.Clade,cnat_ref_proteome,mcav_ref_proteome,ofav_ref_proteome,ofra_ref_proteome
N0.HOG0003099,OG0000090,n33,TRINITY_DN6071_c0_g1_i7.p1,TRINITY_DN1941_c0_g1_i8.p1,TRINITY_DN8277_c0_g1_i6.p1,TRINITY_DN132_c0_g1_i1.p1
N0.HOG0003105,OG0000090,n67,TRINITY_DN127_c0_g1_i5.p2,TRINITY_DN4299_c0_g1_i12.p1,TRINITY_DN356_c1_g1_i21.p1,TRINITY_DN2376_c1_g1_i1.p1
N0.HOG0003108,OG0000090,n75,TRINITY_DN2624_c0_g1_i1.p1,TRINITY_DN24144_c0_g1_i4.p1,TRINITY_DN173000_c0_g1_i10.p1,TRINITY_DN34122_c0_g1_i3.p1
N0.HOG0003109,OG0000090,n78,TRINITY_DN2028_c0_g1_i5.p1,TRINITY_DN17015_c0_g1_i11.p1,TRINITY_DN6992_c0_g1_i2.p1,TRINITY_DN2239_c1_g1_i3.p1
N0.HOG0003111,OG0000090,n87,TRINITY_DN5468_c0_g1_i3.p1,TRINITY_DN36822_c1_g1_i1.p1,TRINITY_DN34225_c0_g1_i14.p1,TRINITY_DN11019_c2_g1_i3.p1
N0.HOG0003128,OG0000091,n58,TRINITY_DN2688_c1_g2_i3.p1,TRINITY_DN6590_c1_g1_i12.p1,TRINITY_DN9884_c0_g1_i2.p1,TRINITY_DN4301_c1_g1_i11.p1
N0.HOG0003136,OG0000091,n82,TRINITY_DN33703_c1_g1_i1.p1,TRINITY_DN16427_c2_g1_i7.p1,TRINITY_DN196842_c0_g1_i8.p1,TRINITY_DN7411_c0_g2_i2.p1
N0.HOG0003141,OG0000091,n95,TRINITY_DN16630_c0_g1_i12.p1,TRINITY_DN5500_c0_g1_i16.p1,TRINITY_DN16816_c0_g1_i10.p1,TRINITY_DN473_c0_g1_i14.p1
N0.HOG0003177,OG0000093,n86,TRINITY_DN99825_c0_g1_i1.p1,TRINITY_DN141192_c0_g1_i2.p1,TRINITY_DN12403_c0_g1_i8.p4,TRINITY_DN20614_c0_g1_i6.p5
N0.HOG0003180,OG0000094,n1,TRINITY_DN333_c0_g2_i4.p2,TRINITY_DN10071_c0_g1_i2.p1,TRINITY_DN6526_c0_g1_i8.p1,TRINITY_DN1792_c4_g1_i8.p1
N0.HOG0003200,OG0000095,n1,TRINITY_DN14832_c0_g1_i1.p1,TRINITY_DN477_c0_g1_i13.p1,TRINITY_DN40174_c0_g1_i1.p1,TRINITY_DN308542_c0_g1_i1.p1
N0.HOG0003203,OG0000095,n13,TRINITY_DN15891_c0_g1_i13.p1,TRINITY_DN161172_c0_g1_i3.p1,TRINITY_DN5323_c0_g1_i1.p1,TRINITY_DN39417_c0_g1_i1.p1
N0.HOG0003208,OG0000095,n32,TRINITY_DN4808_c0_g1_i7.p1,TRINITY_DN51731_c0_g1_i5.p1,TRINITY_DN111387_c0_g1_i2.p1,TRINITY_DN20225_c0_g1_i9.p1
N0.HOG0003213,OG0000095,n53,TRINITY_DN88049_c0_g1_i2.p1,TRINITY_DN305466_c0_g1_i1.p1,TRINITY_DN21991_c0_g1_i1.p1,TRINITY_DN6726_c0_g1_i1.p1
N0.HOG0003220,OG0000096,n1,TRINITY_DN6453_c1_g1_i1.p1,TRINITY_DN11838_c0_g1_i4.p1,TRINITY_DN7310_c0_g1_i4.p1,TRINITY_DN114993_c0_g1_i1.p1
N0.HOG0003305,OG0000100,n85,TRINITY_DN72842_c0_g1_i8.p1,TRINITY_DN16362_c0_g1_i1.p1,TRINITY_DN138533_c0_g1_i14.p1,TRINITY_DN73924_c0_g1_i9.p1
N0.HOG0003306,OG0000100,n88,TRINITY_DN5012_c1_g1_i3.p1,TRINITY_DN19079_c0_g1_i1.p1,TRINITY_DN6452_c0_g1_i1.p1,TRINITY_DN15791_c0_g1_i1.p1
N0.HOG0003311,OG0000101,n28,TRINITY_DN672_c0_g1_i15.p1,TRINITY_DN145141_c0_g1_i3.p2,TRINITY_DN18234_c2_g1_i1.p1,TRINITY_DN97376_c0_g1_i1.p1
N0.HOG0003371,OG0000106,n16,TRINITY_DN21410_c0_g1_i8.p1,TRINITY_DN37711_c0_g1_i5.p1,TRINITY_DN44573_c0_g1_i1.p1,TRINITY_DN27471_c0_g1_i1.p1
N0.HOG0003387,OG0000107,n1,TRINITY_DN52949_c0_g1_i4.p1,TRINITY_DN75227_c0_g1_i8.p1,TRINITY_DN24458_c0_g1_i13.p1,TRINITY_DN177844_c0_g1_i3.p1
N0.HOG0003389,OG0000107,n17,TRINITY_DN3536_c1_g1_i9.p1,TRINITY_DN9404_c0_g1_i7.p1,TRINITY_DN17819_c0_g2_i9.p1,TRINITY_DN2111_c0_g2_i3.p1
N0.HOG0003395,OG0000107,n51,TRINITY_DN4599_c1_g1_i5.p1,TRINITY_DN42417_c0_g1_i2.p1,TRINITY_DN44886_c0_g1_i3.p1,TRINITY_DN163460_c0_g1_i13.p1
N0.HOG0003399,OG0000107,n71,TRINITY_DN98674_c0_g1_i2.p1,TRINITY_DN3663_c0_g2_i4.p1,TRINITY_DN5216_c1_g1_i1.p1,TRINITY_DN5201_c0_g1_i2.p1
N0.HOG0003400,OG0000107,n75,TRINITY_DN15270_c0_g1_i3.p1,TRINITY_DN64747_c0_g1_i2.p1,TRINITY_DN8535_c0_g1_i12.p1,TRINITY_DN4513_c2_g1_i12.p1
N0.HOG0003405,OG0000108,n1,TRINITY_DN3297_c2_g1_i3.p2,TRINITY_DN62472_c0_g1_i2.p2,TRINITY_DN125161_c0_g2_i9.p1,TRINITY_DN378066_c0_g1_i1.p1
N0.HOG0003433,OG0000109,n36,TRINITY_DN31893_c0_g1_i6.p1,TRINITY_DN256220_c0_g1_i1.p1,TRINITY_DN99216_c0_g1_i7.p1,TRINITY_DN91321_c0_g1_i4.p1
N0.HOG0003470,OG0000111,n19,TRINITY_DN902_c0_g1_i9.p1,TRINITY_DN96828_c0_g1_i1.p1,TRINITY_DN2616_c0_g1_i3.p1,TRINITY_DN379_c3_g1_i8.p1
N0.HOG0003477,OG0000111,n46,TRINITY_DN9760_c0_g1_i4.p1,TRINITY_DN5019_c0_g1_i5.p1,TRINITY_DN8777_c0_g1_i6.p1,TRINITY_DN6933_c0_g1_i5.p1
N0.HOG0003478,OG0000111,n50,TRINITY_DN26195_c0_g1_i9.p1,TRINITY_DN3388_c1_g1_i9.p2,TRINITY_DN10678_c1_g1_i3.p1,TRINITY_DN43342_c0_g1_i11.p1
N0.HOG0003480,OG0000111,n57,TRINITY_DN194637_c0_g1_i1.p1,TRINITY_DN4460_c0_g1_i1.p1,TRINITY_DN4189_c0_g1_i13.p1,TRINITY_DN4280_c0_g1_i4.p1
N0.HOG0003493,OG0000112,n31,TRINITY_DN6848_c1_g1_i1.p1,TRINITY_DN88358_c0_g1_i3.p1,TRINITY_DN1224_c0_g1_i2.p2,TRINITY_DN1690_c0_g1_i7.p1
N0.HOG0003500,OG0000112,n63,TRINITY_DN2005_c0_g1_i14.p2,TRINITY_DN25359_c1_g1_i4.p1,TRINITY_DN206023_c0_g2_i5.p1,TRINITY_DN40118_c0_g1_i7.p1
N0.HOG0003529,OG0000114,n1,TRINITY_DN5401_c1_g1_i7.p1,TRINITY_DN51880_c0_g1_i3.p1,TRINITY_DN59080_c0_g1_i3.p1,TRINITY_DN157599_c0_g1_i2.p1
N0.HOG0003544,OG0000114,n76,TRINITY_DN31937_c0_g1_i8.p1,TRINITY_DN100562_c0_g1_i4.p1,TRINITY_DN351508_c0_g1_i1.p1,TRINITY_DN121306_c0_g1_i3.p1
N0.HOG0003546,OG0000114,n84,TRINITY_DN69542_c0_g1_i1.p1,TRINITY_DN814_c0_g1_i1.p1,TRINITY_DN15694_c1_g1_i1.p1,TRINITY_DN23436_c0_g1_i1.p1
N0.HOG0003547,OG0000114,n87,TRINITY_DN9425_c0_g1_i5.p1,TRINITY_DN11275_c0_g1_i2.p1,TRINITY_DN29687_c0_g1_i1.p1,TRINITY_DN20133_c0_g1_i2.p1
N0.HOG0003617,OG0000118,n75,TRINITY_DN6030_c0_g1_i10.p1,TRINITY_DN24541_c0_g1_i12.p1,TRINITY_DN87604_c0_g2_i3.p1,TRINITY_DN87620_c0_g1_i6.p1
N0.HOG0003620,OG0000119,n1,TRINITY_DN18212_c0_g1_i26.p1,TRINITY_DN2807_c0_g1_i13.p1,TRINITY_DN1378_c0_g2_i2.p1,TRINITY_DN1934_c0_g1_i4.p1
N0.HOG0003640,OG0000119,n86,TRINITY_DN18576_c0_g1_i3.p1,TRINITY_DN75552_c0_g1_i1.p1,TRINITY_DN1652_c1_g1_i25.p1,TRINITY_DN64563_c0_g1_i9.p1
N0.HOG0003643,OG0000120,n13,TRINITY_DN1109_c0_g1_i22.p1,TRINITY_DN13652_c0_g1_i4.p1,TRINITY_DN27581_c0_g1_i11.p1,TRINITY_DN4488_c0_g1_i15.p1
N0.HOG0003660,OG0000121,n15,TRINITY_DN197_c4_g1_i1.p1,TRINITY_DN25546_c0_g1_i10.p1,TRINITY_DN7558_c0_g1_i7.p1,TRINITY_DN8639_c0_g1_i22.p1
N0.HOG0003666,OG0000121,n47,TRINITY_DN286_c3_g1_i3.p1,TRINITY_DN25233_c0_g1_i4.p1,TRINITY_DN9145_c0_g1_i4.p1,TRINITY_DN11284_c0_g1_i1.p1
N0.HOG0003669,OG0000121,n59,TRINITY_DN141_c3_g1_i19.p1,TRINITY_DN10260_c0_g1_i7.p1,TRINITY_DN42385_c0_g1_i5.p1,TRINITY_DN28309_c0_g1_i5.p1
N0.HOG0003671,OG0000121,n69,TRINITY_DN4182_c0_g1_i10.p1,TRINITY_DN13712_c0_g1_i5.p1,TRINITY_DN34841_c0_g1_i5.p1,TRINITY_DN11730_c0_g1_i11.p1
N0.HOG0003731,OG0000125,n12,TRINITY_DN46907_c0_g1_i5.p1,TRINITY_DN29501_c0_g2_i7.p1,TRINITY_DN66242_c0_g1_i18.p1,TRINITY_DN40953_c0_g1_i25.p1
N0.HOG0003732,OG0000125,n15,TRINITY_DN9493_c0_g1_i4.p1,TRINITY_DN101748_c0_g1_i11.p1,TRINITY_DN5794_c3_g1_i2.p1,TRINITY_DN1296_c4_g1_i2.p1
N0.HOG0003741,OG0000125,n60,TRINITY_DN20927_c0_g1_i3.p2,TRINITY_DN17727_c0_g1_i9.p1,TRINITY_DN57196_c0_g1_i28.p1,TRINITY_DN26281_c0_g1_i1.p1
N0.HOG0003742,OG0000125,n63,TRINITY_DN20927_c0_g1_i3.p1,TRINITY_DN14366_c0_g1_i6.p1,TRINITY_DN51924_c0_g1_i8.p1,TRINITY_DN23367_c0_g1_i4.p1
N0.HOG0003744,OG0000125,n72,TRINITY_DN8380_c0_g1_i5.p1,TRINITY_DN1439_c0_g1_i10.p1,TRINITY_DN8594_c0_g1_i7.p1,TRINITY_DN11124_c0_g1_i5.p1
N0.HOG0003745,OG0000125,n77,TRINITY_DN6595_c0_g1_i2.p1,TRINITY_DN438_c1_g1_i16.p1,TRINITY_DN8485_c0_g1_i1.p1,TRINITY_DN10594_c0_g1_i3.p1
N0.HOG0003795,OG0000129,n1,TRINITY_DN7536_c0_g1_i6.p2,TRINITY_DN6007_c0_g1_i3.p1,TRINITY_DN3402_c0_g1_i3.p1,TRINITY_DN29778_c0_g1_i5.p1
N0.HOG0003800,OG0000129,n26,TRINITY_DN11576_c0_g1_i3.p1,TRINITY_DN15344_c0_g1_i6.p1,TRINITY_DN8015_c0_g1_i1.p1,TRINITY_DN6033_c0_g1_i1.p1
N0.HOG0003803,OG0000129,n40,TRINITY_DN22656_c0_g1_i9.p1,TRINITY_DN12119_c0_g1_i2.p1,TRINITY_DN3756_c0_g1_i4.p1,TRINITY_DN13308_c0_g1_i4.p1
N0.HOG0003804,OG0000129,n43,TRINITY_DN49323_c0_g1_i11.p1,TRINITY_DN19319_c0_g1_i4.p1,TRINITY_DN25920_c0_g1_i8.p1,TRINITY_DN18319_c0_g1_i9.p1
N0.HOG0003805,OG0000129,n47,TRINITY_DN17633_c0_g1_i7.p1,TRINITY_DN14196_c1_g1_i11.p1,TRINITY_DN14818_c0_g1_i5.p1,TRINITY_DN5654_c0_g1_i6.p1
N0.HOG0003811,OG0000129,n74,TRINITY_DN127512_c0_g1_i4.p1,TRINITY_DN15031_c0_g1_i8.p1,TRINITY_DN75840_c0_g1_i6.p1,TRINITY_DN58050_c0_g1_i8.p1
N0.HOG0003812,OG0000129,n77,TRINITY_DN55032_c0_g1_i7.p1,TRINITY_DN4688_c0_g1_i4.p1,TRINITY_DN13480_c0_g1_i4.p2,TRINITY_DN3748_c2_g1_i6.p2
N0.HOG0003813,OG0000129,n81,TRINITY_DN28160_c0_g1_i7.p1,TRINITY_DN9308_c0_g1_i6.p1,TRINITY_DN10570_c0_g1_i1.p1,TRINITY_DN1504_c0_g1_i5.p1
N0.HOG0003834,OG0000131,n1,TRINITY_DN14928_c0_g1_i1.p1,TRINITY_DN52579_c0_g1_i1.p1,TRINITY_DN29164_c1_g1_i3.p1,TRINITY_DN19849_c0_g1_i1.p1
N0.HOG0003870,OG0000132,n71,TRINITY_DN1091_c0_g1_i1.p1,TRINITY_DN25703_c0_g1_i1.p1,TRINITY_DN134515_c0_g1_i2.p1,TRINITY_DN3652_c0_g1_i2.p1
N0.HOG0003885,OG0000133,n55,TRINITY_DN361991_c0_g1_i1.p1,TRINITY_DN128014_c0_g1_i1.p1,TRINITY_DN139484_c0_g1_i1.p1,TRINITY_DN30910_c0_g1_i2.p1
N0.HOG0003907,OG0000134,n67,TRINITY_DN267466_c0_g1_i1.p1,TRINITY_DN23436_c0_g1_i4.p1,TRINITY_DN59861_c0_g1_i6.p1,TRINITY_DN130566_c0_g1_i4.p1
N0.HOG0003930,OG0000136,n1,TRINITY_DN120732_c0_g1_i2.p1,TRINITY_DN236394_c0_g1_i2.p1,TRINITY_DN593684_c0_g1_i1.p1,TRINITY_DN109759_c0_g1_i4.p1
N0.HOG0003948,OG0000136,n72,TRINITY_DN130840_c0_g1_i1.p1,TRINITY_DN145984_c0_g1_i4.p1,TRINITY_DN363123_c0_g1_i1.p1,TRINITY_DN101177_c1_g1_i1.p1
N0.HOG0004011,OG0000140,n64,TRINITY_DN128892_c0_g1_i1.p1,TRINITY_DN192991_c0_g1_i2.p1,TRINITY_DN245229_c0_g1_i2.p1,TRINITY_DN100285_c0_g1_i1.p1
N0.HOG0004039,OG0000142,n41,TRINITY_DN159764_c0_g1_i2.p1,TRINITY_DN8007_c0_g1_i4.p1,TRINITY_DN340578_c0_g1_i1.p1,TRINITY_DN20603_c0_g2_i3.p1
N0.HOG0004042,OG0000142,n58,TRINITY_DN276042_c0_g1_i2.p1,TRINITY_DN80647_c0_g1_i1.p1,TRINITY_DN325705_c0_g1_i4.p1,TRINITY_DN257567_c0_g1_i1.p1
N0.HOG0004050,OG0000143,n1,TRINITY_DN832_c2_g1_i5.p1,TRINITY_DN313433_c0_g1_i1.p1,TRINITY_DN8164_c1_g1_i5.p1,TRINITY_DN47438_c0_g1_i2.p1
N0.HOG0004060,OG0000143,n43,TRINITY_DN20568_c0_g1_i25.p1,TRINITY_DN16834_c0_g1_i6.p1,TRINITY_DN10502_c0_g1_i7.p1,TRINITY_DN10266_c0_g1_i4.p1
N0.HOG0004062,OG0000143,n58,TRINITY_DN1407_c0_g1_i2.p1,TRINITY_DN12689_c0_g1_i5.p1,TRINITY_DN7604_c1_g1_i4.p1,TRINITY_DN1716_c0_g1_i2.p1
N0.HOG0004079,OG0000144,n51,TRINITY_DN18823_c0_g1_i10.p1,TRINITY_DN1096_c0_g1_i1.p1,TRINITY_DN33_c0_g1_i3.p1,TRINITY_DN1600_c1_g1_i19.p1
N0.HOG0004155,OG0000149,n17,TRINITY_DN7544_c0_g1_i5.p1,TRINITY_DN2463_c0_g1_i1.p1,TRINITY_DN5083_c0_g1_i7.p1,TRINITY_DN9191_c0_g1_i5.p1
N0.HOG0004156,OG0000149,n20,TRINITY_DN28344_c0_g1_i1.p1,TRINITY_DN25218_c0_g1_i4.p1,TRINITY_DN23092_c0_g1_i1.p1,TRINITY_DN12331_c0_g1_i4.p1
N0.HOG0004158,OG0000149,n28,TRINITY_DN108760_c0_g1_i3.p1,TRINITY_DN9534_c0_g1_i2.p1,TRINITY_DN26385_c0_g1_i8.p1,TRINITY_DN34483_c0_g1_i3.p1
N0.HOG0004250,OG0000155,n26,TRINITY_DN196784_c0_g1_i4.p1,TRINITY_DN48113_c0_g1_i16.p1,TRINITY_DN67631_c0_g1_i9.p1,TRINITY_DN26567_c0_g1_i12.p1
N0.HOG0004309,OG0000158,n43,TRINITY_DN46179_c1_g1_i4.p1,TRINITY_DN193154_c0_g1_i4.p1,TRINITY_DN30932_c0_g1_i17.p1,TRINITY_DN32617_c0_g1_i3.p1
N0.HOG0004314,OG0000158,n61,TRINITY_DN97021_c0_g1_i1.p1,TRINITY_DN238128_c0_g1_i3.p1,TRINITY_DN54824_c0_g2_i4.p1,TRINITY_DN106765_c0_g1_i10.p1
N0.HOG0004358,OG0000162,n15,TRINITY_DN234261_c0_g1_i8.p1,TRINITY_DN73456_c0_g1_i1.p1,TRINITY_DN407744_c0_g1_i2.p1,TRINITY_DN361184_c0_g1_i1.p1
N0.HOG0004375,OG0000163,n15,TRINITY_DN28419_c0_g1_i10.p1,TRINITY_DN13212_c0_g1_i6.p1,TRINITY_DN11275_c0_g1_i7.p1,TRINITY_DN7553_c0_g1_i6.p1
N0.HOG0004376,OG0000163,n18,TRINITY_DN44178_c0_g1_i5.p1,TRINITY_DN216393_c0_g1_i6.p1,TRINITY_DN15572_c0_g1_i3.p1,TRINITY_DN1216_c1_g1_i3.p1
N0.HOG0004381,OG0000163,n47,TRINITY_DN17990_c0_g1_i13.p1,TRINITY_DN14222_c1_g1_i1.p1,TRINITY_DN22230_c0_g1_i3.p1,TRINITY_DN7503_c0_g1_i7.p1
N0.HOG0004386,OG0000164,n1,TRINITY_DN9673_c0_g1_i1.p1,TRINITY_DN10144_c0_g1_i3.p1,TRINITY_DN12806_c0_g1_i5.p1,TRINITY_DN2918_c0_g1_i2.p1
N0.HOG0004392,OG0000164,n22,TRINITY_DN7176_c0_g1_i1.p1,TRINITY_DN16682_c0_g1_i8.p1,TRINITY_DN17391_c0_g1_i1.p1,TRINITY_DN8176_c1_g1_i4.p1
N0.HOG0004397,OG0000164,n53,TRINITY_DN18971_c0_g1_i3.p1,TRINITY_DN9674_c0_g1_i1.p1,TRINITY_DN14630_c0_g1_i5.p1,TRINITY_DN13422_c0_g1_i1.p1
N0.HOG0004417,OG0000166,n15,TRINITY_DN19453_c0_g1_i7.p1,TRINITY_DN4409_c0_g1_i3.p1,TRINITY_DN16561_c0_g1_i3.p1,TRINITY_DN3076_c1_g1_i4.p1
N0.HOG0004430,OG0000167,n1,TRINITY_DN544_c0_g1_i32.p1,TRINITY_DN772_c0_g2_i1.p1,TRINITY_DN20808_c0_g1_i3.p1,TRINITY_DN38701_c0_g1_i1.p1
N0.HOG0004452,OG0000168,n28,TRINITY_DN28601_c0_g1_i4.p1,TRINITY_DN184_c0_g1_i12.p1,TRINITY_DN41_c32_g1_i1.p1,TRINITY_DN41692_c0_g1_i9.p1
N0.HOG0004466,OG0000169,n30,TRINITY_DN36372_c0_g1_i2.p1,TRINITY_DN10758_c0_g1_i3.p1,TRINITY_DN17508_c0_g1_i7.p1,TRINITY_DN22980_c0_g1_i13.p1
N0.HOG0004522,OG0000173,n34,TRINITY_DN347_c0_g1_i11.p1,TRINITY_DN611_c0_g1_i18.p1,TRINITY_DN22866_c0_g1_i3.p1,TRINITY_DN18542_c0_g1_i5.p1
N0.HOG0004540,OG0000174,n55,TRINITY_DN4138_c0_g2_i2.p1,TRINITY_DN311_c0_g1_i2.p1,TRINITY_DN15419_c0_g1_i3.p1,TRINITY_DN29145_c1_g1_i4.p1
N0.HOG0004579,OG0000177,n1,TRINITY_DN160284_c0_g1_i2.p1,TRINITY_DN65818_c0_g1_i1.p1,TRINITY_DN217347_c0_g1_i2.p1,TRINITY_DN205333_c0_g1_i2.p1
N0.HOG0004589,OG0000177,n49,TRINITY_DN1067_c2_g1_i7.p1,TRINITY_DN19573_c2_g1_i21.p2,TRINITY_DN7064_c0_g2_i3.p1,TRINITY_DN3318_c1_g1_i3.p1
N0.HOG0004663,OG0000182,n38,TRINITY_DN296056_c0_g1_i1.p1,TRINITY_DN8455_c3_g1_i5.p1,TRINITY_DN378_c0_g1_i16.p1,TRINITY_DN29145_c1_g1_i4.p2
N0.HOG0004671,OG0000183,n1,TRINITY_DN376155_c0_g1_i1.p1,TRINITY_DN172343_c0_g1_i2.p1,TRINITY_DN223243_c0_g1_i3.p1,TRINITY_DN41818_c0_g1_i5.p1
N0.HOG0004676,OG0000183,n22,TRINITY_DN257118_c0_g1_i1.p1,TRINITY_DN509_c1_g1_i2.p1,TRINITY_DN73204_c0_g1_i7.p1,TRINITY_DN12981_c0_g2_i6.p2
N0.HOG0004677,OG0000183,n25,TRINITY_DN14795_c0_g1_i1.p1,TRINITY_DN12914_c0_g1_i12.p1,TRINITY_DN2563_c0_g1_i18.p1,TRINITY_DN13575_c1_g1_i1.p1
N0.HOG0004689,OG0000183,n67,TRINITY_DN76738_c0_g1_i4.p1,TRINITY_DN287701_c0_g1_i2.p1,TRINITY_DN86137_c0_g1_i3.p1,TRINITY_DN55512_c0_g1_i1.p1
N0.HOG0004718,OG0000186,n13,TRINITY_DN239686_c0_g1_i3.p1,TRINITY_DN136187_c0_g1_i1.p1,TRINITY_DN322627_c0_g1_i1.p1,TRINITY_DN290551_c0_g1_i1.p1
N0.HOG0004746,OG0000187,n65,TRINITY_DN20203_c0_g1_i5.p1,TRINITY_DN2864_c9_g1_i5.p1,TRINITY_DN140424_c0_g1_i1.p1,TRINITY_DN17268_c0_g1_i2.p1
N0.HOG0004831,OG0000194,n16,TRINITY_DN6739_c0_g1_i11.p3,TRINITY_DN25655_c0_g1_i2.p3,TRINITY_DN207921_c0_g1_i2.p1,TRINITY_DN162936_c0_g1_i1.p1
N0.HOG0004834,OG0000194,n25,TRINITY_DN125860_c0_g1_i3.p1,TRINITY_DN320813_c0_g1_i1.p1,TRINITY_DN305793_c0_g1_i2.p1,TRINITY_DN525312_c0_g1_i1.p1
N0.HOG0004862,OG0000196,n1,TRINITY_DN2520_c0_g1_i1.p1,TRINITY_DN57110_c0_g1_i5.p1,TRINITY_DN60433_c0_g1_i2.p1,TRINITY_DN978_c0_g1_i2.p1
N0.HOG0004906,OG0000199,n1,TRINITY_DN23416_c0_g1_i8.p1,TRINITY_DN267370_c0_g1_i2.p1,TRINITY_DN234056_c0_g1_i2.p1,TRINITY_DN187833_c0_g1_i2.p1
N0.HOG0004914,OG0000199,n36,TRINITY_DN48349_c0_g1_i6.p1,TRINITY_DN103208_c0_g1_i1.p1,TRINITY_DN146781_c0_g1_i8.p1,TRINITY_DN116250_c0_g1_i1.p1
N0.HOG0004985,OG0000205,n1,TRINITY_DN129198_c0_g1_i1.p1,TRINITY_DN135522_c0_g1_i1.p1,TRINITY_DN213129_c0_g1_i4.p1,TRINITY_DN31437_c0_g1_i9.p1
N0.HOG0005000,OG0000206,n1,TRINITY_DN13138_c0_g1_i2.p1,TRINITY_DN6009_c1_g1_i2.p1,TRINITY_DN28796_c0_g1_i17.p1,TRINITY_DN20486_c0_g1_i1.p1
N0.HOG0005001,OG0000206,n8,TRINITY_DN146025_c0_g1_i1.p1,TRINITY_DN25623_c0_g1_i10.p1,TRINITY_DN57279_c0_g1_i8.p1,TRINITY_DN35800_c0_g1_i5.p1
N0.HOG0005015,OG0000206,n61,TRINITY_DN22042_c0_g1_i3.p1,TRINITY_DN6009_c0_g2_i2.p1,TRINITY_DN7994_c0_g1_i24.p1,TRINITY_DN14767_c0_g1_i3.p1
N0.HOG0005023,OG0000207,n46,TRINITY_DN224722_c0_g1_i2.p1,TRINITY_DN208491_c0_g1_i5.p1,TRINITY_DN109108_c0_g1_i5.p1,TRINITY_DN62360_c1_g1_i9.p2
N0.HOG0005026,OG0000207,n57,TRINITY_DN136279_c0_g1_i3.p1,TRINITY_DN56674_c0_g1_i6.p1,TRINITY_DN145260_c0_g1_i3.p1,TRINITY_DN2432_c0_g1_i3.p2
N0.HOG0005036,OG0000208,n42,TRINITY_DN30045_c0_g1_i10.p1,TRINITY_DN21546_c0_g1_i18.p1,TRINITY_DN569138_c0_g1_i1.p1,TRINITY_DN28311_c0_g1_i2.p1
N0.HOG0005037,OG0000208,n45,TRINITY_DN73662_c1_g1_i2.p1,TRINITY_DN15126_c0_g2_i1.p1,TRINITY_DN15727_c0_g1_i14.p4,TRINITY_DN32725_c0_g1_i4.p1
N0.HOG0005070,OG0000212,n6,TRINITY_DN478832_c0_g1_i1.p1,TRINITY_DN278446_c0_g1_i1.p1,TRINITY_DN531708_c0_g1_i1.p1,TRINITY_DN441732_c0_g1_i1.p1
N0.HOG0005096,OG0000214,n1,TRINITY_DN117696_c0_g1_i7.p1,TRINITY_DN171220_c0_g1_i1.p1,TRINITY_DN87048_c0_g1_i2.p1,TRINITY_DN214624_c0_g1_i3.p1
N0.HOG0005112,OG0000215,n1,TRINITY_DN1188_c2_g1_i3.p1,TRINITY_DN11444_c0_g1_i5.p1,TRINITY_DN11129_c1_g1_i2.p1,TRINITY_DN9118_c0_g1_i9.p1
N0.HOG0005116,OG0000215,n23,TRINITY_DN56547_c0_g1_i7.p1,TRINITY_DN64859_c0_g1_i3.p1,TRINITY_DN26745_c0_g1_i4.p1,TRINITY_DN26418_c0_g1_i5.p1
N0.HOG0005121,OG0000215,n50,TRINITY_DN181415_c0_g1_i1.p1,TRINITY_DN168756_c0_g1_i3.p1,TRINITY_DN284462_c0_g1_i1.p1,TRINITY_DN92902_c0_g1_i1.p1
N0.HOG0005125,OG0000215,n59,TRINITY_DN49089_c0_g1_i1.p1,TRINITY_DN11444_c0_g2_i1.p1,TRINITY_DN13035_c0_g1_i2.p1,TRINITY_DN26625_c0_g1_i5.p1
N0.HOG0005136,OG0000217,n1,TRINITY_DN151604_c0_g1_i3.p1,TRINITY_DN392111_c0_g1_i1.p1,TRINITY_DN271387_c0_g1_i1.p1,TRINITY_DN37094_c0_g1_i8.p2
N0.HOG0005168,OG0000219,n1,TRINITY_DN8542_c0_g1_i5.p1,TRINITY_DN14519_c0_g1_i11.p1,TRINITY_DN9892_c1_g1_i1.p1,TRINITY_DN11889_c1_g1_i1.p1
N0.HOG0005187,OG0000221,n15,TRINITY_DN152076_c0_g1_i3.p1,TRINITY_DN37247_c0_g1_i14.p1,TRINITY_DN14989_c0_g1_i9.p1,TRINITY_DN1516_c1_g1_i2.p1
N0.HOG0005190,OG0000221,n29,TRINITY_DN3663_c1_g1_i13.p1,TRINITY_DN2156_c0_g1_i4.p1,TRINITY_DN11_c0_g1_i12.p1,TRINITY_DN44713_c0_g1_i1.p1
N0.HOG0005193,OG0000221,n41,TRINITY_DN56379_c0_g1_i2.p1,TRINITY_DN37247_c2_g1_i1.p1,TRINITY_DN38103_c0_g2_i3.p1,TRINITY_DN6653_c2_g1_i3.p1
N0.HOG0005251,OG0000225,n38,TRINITY_DN4596_c0_g1_i7.p1,TRINITY_DN4935_c4_g1_i1.p1,TRINITY_DN2317_c1_g1_i4.p1,TRINITY_DN11668_c0_g1_i3.p1
N0.HOG0005252,OG0000225,n41,TRINITY_DN22698_c0_g1_i8.p1,TRINITY_DN7284_c0_g1_i1.p1,TRINITY_DN2579_c0_g1_i3.p1,TRINITY_DN5418_c0_g1_i3.p1
